,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
293,Hyundai Grand i10 Sportz,451999,24395.0,Petrol,Manual,1,2016,1197,5
294,MG Hector Sharp DCT,1825000,11050.0,Petrol,Automatic,1,2021,1451,5
295,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,774000,123394.0,Diesel,Manual,2,2013,2494,7
296,Maruti Swift ZDi,421000,105053.0,Diesel,Manual,2,2013,1248,5
297,Hyundai i20 Sportz,844000,10283.0,Petrol,Manual,1,2021,1197,5
298,Tata Harrier XZ Plus Dark Edition,2199000,2443.0,Diesel,Manual,1,2022,1956,5
299,Toyota Fortuner 2.7 2WD AT,3100000,44000.0,Petrol,Automatic,2,2019,2694,7
300,Audi Q5 3.0 TDI Quattro,994999,68000.0,Diesel,Automatic,3,2011,2967,5
301,Mahindra Ssangyong Rexton RX7,975000,72000.0,Diesel,Automatic,1,2013,2696,7
302,Hyundai i10 Magna 1.1L,225000,38000.0,Petrol,Manual,1,2011,1086,5
303,Maruti Swift Dzire VXI 1.2 BS IV,650000,65000.0,Petrol,Manual,1,2019,1197,5
304,Audi Q7 45 TDI Quattro Premium Plus,1875000,43000.0,Diesel,Automatic,2,2014,2967,7
305,Hyundai i10 Sportz 1.1L,425000,52000.0,Petrol,Manual,2,2014,1086,5
306,Mahindra XUV500 W8 FWD,745000,117000.0,Diesel,Manual,1,2012,2179,7
307,Hyundai Verna 1.6 VTVT SX Option,825000,84000.0,Petrol,Manual,1,2016,1591,5
308,Maruti Alto 800 LXI,204000,45080.0,Petrol,Manual,3,2015,796,5
309,Maruti Eeco 5 Seater AC BSIV,470000,39341.0,Petrol,Manual,1,2019,1196,5
310,Mahindra Scorpio 2.6 Turbo 7 Str,330000,133000.0,Diesel,Manual,1,2007,2609,8
311,Mahindra e2o T2,321000,54112.0,Electric,Automatic,1,2014,0,5
312,Hyundai i20 Sportz Plus BSIV,819999,14824.0,Petrol,Manual,1,2020,1197,5
313,Honda City i VTEC VX,925000,82500.0,Petrol,Manual,1,2017,1497,5
314,Kia Seltos HTK Plus G,1349000,17922.0,Petrol,Manual,1,2020,1497,5
315,BMW X7 xDrive 40i,12300000,13000.0,Petrol,Automatic,1,2019,2998,7
316,Mitsubishi Pajero Sport 4X4 AT,1675000,85000.0,Diesel,Automatic,1,2015,2477,6
317,Hyundai Grand i10 AT Asta,575000,67000.0,Petrol,Automatic,1,2015,1197,5
318,Honda Jazz V CVT,745000,35000.0,Petrol,Automatic,1,2018,1199,5
319,Maruti Alto 800 LXI,345000,53000.0,Petrol,Manual,1,2016,796,5
320,MG Hector Hybrid Sharp MT,2075000,598.0,Petrol,Manual,1,2022,1451,5
321,Maruti Ertiga ZDI Plus,892000,75727.0,Diesel,Manual,1,2019,1248,7
322,Kia Seltos GTX Plus DCT,1889999,7000.0,Petrol,Automatic,1,2020,1353,5
323,Maruti Vitara Brezza ZDi Plus Dual Tone,858000,62403.0,Diesel,Manual,1,2016,1248,5
324,Volkswagen Polo 1.5 TDI Comfortline,453000,44487.0,Diesel,Manual,2,2014,1498,5
325,Mercedes-Benz C-Class Progressive C 220d,3900000,24000.0,Diesel,Automatic,2,2020,1950,5
326,Toyota Innova Crysta 2.4 ZX AT,2850000,47000.0,Diesel,Automatic,1,2020,2393,7
327,Hyundai i10 Magna 1.1L,190000,31212.0,Petrol,Manual,1,2008,1086,5
328,Skoda Superb Laurin & klement,3365000,17776.0,Petrol,Automatic,1,2020,1984,5
329,Hyundai Verna 1.6 CRDi S,658000,31837.0,Diesel,Manual,2,2015,1582,5
330,Audi A3 35 TDI Premium Plus,2580000,39000.0,Diesel,Automatic,1,2020,1968,5
331,Maruti Alto LXi BSIII,120000,78000.0,Petrol,Manual,2,2006,796,5
332,Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,1185000,31000.0,Petrol,Automatic,1,2020,1497,5
333,Maruti Swift VDI,388000,115986.0,Diesel,Manual,2,2013,1248,5
334,Toyota Etios G SP,392000,73029.0,Petrol,Manual,2,2014,1496,5
335,Hyundai Verna 1.6 SX VTVT AT,635000,25000.0,Petrol,Automatic,2,2013,1591,5
336,Honda Amaze E i-Dtech,244000,74809.0,Diesel,Manual,1,2013,1498,5
337,Hyundai i20 1.2 Magna,272000,33560.0,Petrol,Manual,1,2011,1197,5
338,Hyundai i10 Sportz AT,286000,40821.0,Petrol,Automatic,1,2011,1197,5
339,Mercedes-Benz C-Class C 220 CDI Celebration Edition,1575000,58000.0,Diesel,Automatic,2,2014,2143,5
340,Ford Figo Petrol EXI,163000,75991.0,Petrol,Manual,2,2010,1196,5
341,Maruti Swift ZXI ABS,178000,136432.0,Petrol,Manual,2,2008,1298,5
342,Maruti Alto LXi BSIII,84778,70229.0,Petrol,Manual,4,2008,796,5
343,Toyota Innova Crysta 2.8 GX AT 8S BSIV,1725000,83000.0,Diesel,Automatic,2,2016,2755,8
344,Hyundai Santro Xing GLS,111000,51915.0,Petrol,Manual,1,2008,1086,5
345,Volkswagen Polo GT TSI,550000,63100.0,Petrol,Automatic,2,2014,1197,5
346,Mercedes-Benz GLE 250d,4800000,54000.0,Diesel,Automatic,2,2017,2143,5
347,BMW X1 sDrive20d xLine,4550000,9000.0,Diesel,Automatic,1,2021,1995,5
348,Hyundai Santro Xing GL Plus,325000,46833.0,Petrol,Manual,1,2012,1086,5
349,Hyundai Verna 1.6 CRDi EX MT,525000,78744.0,Diesel,Manual,2,2012,1582,5
350,Maruti Swift VDI BSIV,490000,79542.0,Diesel,Manual,2,2014,1248,5
351,Honda City 1.5 V AT,459999,96000.0,Petrol,Automatic,2,2010,1497,5
352,Kia Sonet GTX Plus Turbo iMT,1325000,13000.0,Petrol,Manual,1,2021,998,5
353,Maruti Swift VDI BSIV,380000,44521.0,Diesel,Manual,1,2010,1248,5
354,Hyundai Grand i10 1.2 Kappa Sportz Option AT,547000,29927.0,Petrol,Automatic,2,2017,1197,5
355,Honda CR-V 2.0L 2WD AT,1975000,48019.0,Petrol,Automatic,1,2017,1997,5
356,Hyundai Grand i10 Asta Option,675000,27311.0,Petrol,Manual,2,2017,1197,5
357,Mahindra XUV500 W11 Option AWD,2050000,14000.0,Diesel,Manual,1,2021,2179,7
358,Hyundai i10 Magna 1.2,315000,64640.0,Petrol,Manual,1,2009,1197,5
359,Honda City i VTEC S,499000,96505.0,Petrol,Manual,2,2012,1497,5
360,Toyota Fortuner 2.8 2WD AT BSIV,3200000,90479.0,Diesel,Automatic,1,2018,2755,7
361,Hyundai Venue S Opt,965000,3500.0,Petrol,Manual,1,2022,1197,5
362,Tata Nexon 1.2 Revotron XT,855000,42374.0,Petrol,Manual,1,2018,1198,5
363,Maruti Baleno 1.3 Alpha,710000,45879.0,Diesel,Manual,1,2016,1248,5
364,Maruti Ciaz VDi Plus SHVS,572000,120000.0,Diesel,Manual,2,2016,1248,5
365,Hyundai Grand i10 Asta,470000,89680.0,Petrol,Manual,2,2015,1197,5
366,BMW 3 Series 320d,1275000,99000.0,Diesel,Automatic,3,2012,1995,5
367,Maruti Zen VXI,110000,90000.0,Petrol,Manual,3,1998,993,5
368,BMW X5 xDrive 30d Design Pure Experience 5 Seater,5975000,27000.0,Diesel,Automatic,1,2018,2993,5
369,Skoda Superb Elegance 2.0 TDI CR AT,1465000,79776.0,Diesel,Automatic,1,2015,1968,5
370,Toyota Land Cruiser Prado TX,5400000,67000.0,Diesel,Automatic,1,2011,2982,7
371,Skoda Octavia 2.0 TDI MT Style,1475000,108000.0,Diesel,Manual,1,2017,1968,5
372,Volkswagen Vento 1.5 TDI Highline BSIV,944999,58000.0,Diesel,Manual,1,2019,1498,5
373,Skoda Octavia 1.8 TSI AT L K,2275000,32067.0,Petrol,Automatic,1,2018,1798,5
374,Toyota Innova Crysta 2.4 VX MT BSIV,1950000,52187.0,Diesel,Manual,2,2017,2393,7
375,BMW 5 Series 530d M Sport,5875000,17100.0,Diesel,Automatic,1,2019,2993,5
376,MG Hector Plus Sharp DCT,1939999,9562.0,Petrol,Automatic,1,2021,1451,6
377,MG Hector Sharp Diesel MT BSIV,1810000,36388.0,Diesel,Manual,1,2019,1956,5
378,Mercedes-Benz C-Class C 250 CDI Elegance,975000,45000.0,Diesel,Automatic,2,2011,2143,5
379,Jeep Compass 2.0 Sport Plus BSIV,1775000,36149.0,Diesel,Manual,1,2019,1956,5
380,Kia Seltos GTX Plus,1695000,20155.0,Petrol,Manual,1,2020,1353,5
381,MG Hector Sharp AT BSIV,1675000,51904.0,Petrol,Automatic,1,2019,1451,5
382,Volkswagen Polo GT TSI,725000,54000.0,Petrol,Automatic,1,2015,1197,5
383,Kia Seltos GTX Plus,1565000,31727.0,Petrol,Manual,2,2019,1353,5
384,Mahindra XUV500 AT W10 FWD,1445000,73986.0,Diesel,Automatic,1,2017,2179,7
385,Kia Sonet 1.5 GTX Plus Diesel,1425000,7100.0,Diesel,Manual,1,2021,1493,5
386,Kia Sonet GTX Plus Turbo iMT,1395000,5397.0,Petrol,Manual,1,2021,998,5
387,BMW X3 xDrive 20d Luxury Line,4950000,65000.0,Diesel,Automatic,1,2018,1995,5
388,Hyundai i20 1.4 Asta Option,700000,90000.0,Diesel,Manual,1,2017,1396,5
389,Maruti Swift Dzire VXI,475000,80000.0,Petrol,Manual,2,2013,1197,5
390,Volkswagen Polo GT TSI,700000,91000.0,Petrol,Automatic,2,2015,1197,5
391,BMW 7 Series 730Ld Sedan,2375000,69000.0,Diesel,Automatic,2,2010,2993,5
392,Toyota Fortuner 4x2 Manual,1750000,89000.0,Diesel,Manual,2,2014,2982,7
393,Hyundai Santa Fe 4X4,825000,95254.0,Diesel,Manual,1,2013,2199,7
394,Hyundai Creta 1.6 VTVT SX Plus,1050000,51000.0,Petrol,Manual,1,2016,1591,5
395,Hyundai i10 Sportz AT,395000,62000.0,Petrol,Automatic,2,2014,1197,5
396,Tata Hexa XT,1235000,120000.0,Diesel,Manual,1,2017,2179,7
397,Tata Harrier XZA Plus Dark Edition AT 2020-2022,2575000,2000.0,Diesel,Automatic,1,2022,1956,5
398,Volkswagen Polo Cup Edition Comfortline,685000,46000.0,Petrol,Manual,1,2017,999,5
399,Maruti Ertiga SHVS ZDI Plus,944999,65000.0,Diesel,Manual,2,2017,1248,7
400,Maruti Alto K10 VXI,425000,22248.0,Petrol,Manual,1,2017,998,5
401,BMW 5 Series 520d Luxury Line,4300000,40000.0,Diesel,Automatic,1,2018,1995,5
402,Honda City i VTEC S,575000,73000.0,Petrol,Manual,1,2013,1497,5
403,Volkswagen Polo GT 1.0 TSI,1145000,54000.0,Petrol,Automatic,1,2021,999,5
404,Honda Civic 1.8 (E) MT,260000,90000.0,Petrol,Manual,2,2006,1799,5
405,Jeep Compass Model S DCT,2725000,15000.0,Petrol,Automatic,1,2021,1368,5
406,Kia Seltos GTX Plus AT D,1820000,30000.0,Diesel,Automatic,1,2021,1493,5
407,Jaguar XF 2.2 Litre Luxury,2795000,26000.0,Diesel,Automatic,1,2016,2179,5
408,Mahindra Scorpio SLX 2.6 Turbo 7 Str,350000,155000.0,Diesel,Manual,2,2006,2609,7
409,Mercedes-Benz GLA Class 200 Sport,3425000,29366.0,Petrol,Automatic,1,2019,1991,5
410,Volkswagen Polo 1.2 MPI Highline,675000,28211.0,Petrol,Manual,1,2016,1198,5
411,Kia Seltos GTX DCT,1675000,40000.0,Petrol,Automatic,1,2019,1353,5
412,BMW 5 Series 520d Luxury Line,2450000,54000.0,Diesel,Automatic,1,2015,1995,5
413,Mahindra XUV500 W8 2WD,1025000,82000.0,Diesel,Manual,2,2015,2179,7
414,Hyundai Verna 1.6 SX VTVT,465000,117000.0,Petrol,Manual,1,2011,1591,5
415,Mahindra Scorpio S10 8 Seater,1125000,111000.0,Diesel,Manual,2,2015,2179,8
416,Maruti Swift Dzire AMT ZDI Plus,795000,108000.0,Diesel,Automatic,1,2018,1248,5
417,Maruti Omni 8 Seater BSIV,330000,4000.0,Petrol,Manual,1,2017,796,5
418,Toyota Innova 2.5 V Diesel 7-seater,685000,290000.0,Diesel,Manual,3,2011,2494,7
419,Ford Endeavour 3.2 Titanium AT 4X4,3590000,35000.0,Diesel,Automatic,1,2019,3198,7
420,MG Hector Sharp DCT,1795000,13000.0,Petrol,Automatic,1,2020,1451,5
421,Ford Freestyle Titanium Petrol BSIV,490000,60000.0,Petrol,Manual,1,2018,1194,5
422,Ford Ecosport 1.5 Diesel Titanium Plus,975000,90000.0,Diesel,Manual,1,2018,1498,5
423,Mercedes-Benz GLA Class 200 d Sport,3375000,16975.0,Diesel,Automatic,2,2019,2143,5
424,Hyundai Grand i10 Magna Petrol BSIV,575000,11000.0,Petrol,Manual,1,2018,1197,5
425,Skoda Rapid 1.5 TDI Style BSIV,985000,59000.0,Diesel,Manual,1,2018,1498,5
426,Maruti Wagon R LXI DUO BSIII,225000,46000.0,Lpg,Manual,2,2008,1061,5
427,Maruti Alto LXi BSII,135000,80000.0,Petrol,Manual,3,2004,796,5
428,Hyundai i20 Petrol Asta Option,750000,25000.0,Petrol,Manual,1,2019,1197,5
429,Hyundai i20 1.2 Asta,725000,54801.0,Petrol,Manual,2,2018,1197,5
430,Honda Accord V6 AT,200000,75000.0,Petrol,Automatic,2,2005,2997,5
431,Maruti Vitara Brezza ZDi,865000,130000.0,Diesel,Manual,1,2017,1248,5
432,Hyundai Accent Executive,310000,71000.0,Petrol,Manual,2,2013,1495,5
433,Honda CR-V AT With Sun Roof,1000000,70000.0,Petrol,Automatic,1,2010,1198,5
434,Hyundai Venue SX iMT,1044999,14115.0,Petrol,Manual,1,2019,998,5
435,Honda Amaze VX Petrol BSIV,750000,30000.0,Petrol,Manual,2,2019,1199,5
436,BMW X3 xDrive20d xLine,3995000,63170.0,Diesel,Automatic,1,2017,1995,5
437,Toyota Corolla Executive (HE),295000,80000.0,Petrol,Manual,2,2006,1794,5
438,Mercedes-Benz CLA 200 CDI Sport,3295000,47253.0,Diesel,Automatic,1,2018,2143,5
439,Mahindra Xylo E4,295000,56117.0,Diesel,Manual,1,2009,2498,7
440,Mercedes-Benz CLA 200 CDI Sport,3395000,14324.0,Diesel,Automatic,1,2018,2143,5
441,Mercedes-Benz C-Class C 200 CGI,3445000,27600.0,Petrol,Automatic,1,2018,1991,5
442,Skoda Octavia 1.8 TSI AT Style,1948999,38391.0,Petrol,Automatic,1,2018,1798,5
443,Audi A4 35 TDI Premium Plus,3245000,49000.0,Diesel,Automatic,1,2018,1968,5
444,Ford Ecosport 1.5 Diesel Trend Plus BSIV,775000,45000.0,Diesel,Manual,1,2017,1498,5
445,Chevrolet Cruze LTZ AT,695000,68000.0,Diesel,Automatic,2,2014,1998,5
446,Maruti Baleno 1.3 Alpha,825000,67000.0,Diesel,Manual,1,2018,1248,5
447,Hyundai i20 1.2 Asta,775000,80000.0,Petrol,Manual,1,2018,1197,5
448,Volkswagen Polo 1.2 MPI Highline,675000,62000.0,Petrol,Manual,1,2016,1199,5
449,Tata New Safari Dicor VX 4X2,250000,50000.0,Diesel,Manual,2,2009,2179,7
450,Mahindra XUV500 W8 2WD,695000,100000.0,Diesel,Manual,3,2012,2179,7
451,Honda City GXi,275000,75000.0,Petrol,Manual,5,2006,1497,5
452,Mahindra XUV500 W6 2WD,650000,120000.0,Diesel,Manual,2,2014,2179,7
453,Mercedes-Benz B Class B200 CDI Sport,1745000,37000.0,Diesel,Automatic,2,2016,2143,5
454,Audi Q3 35 TDI Quattro Premium Plus,3100000,64000.0,Diesel,Automatic,1,2018,1968,5
455,Toyota Etios Cross 1.4 GD,695000,79000.0,Diesel,Manual,2,2015,1364,5
456,Ford Fiesta 1.4 Duratec ZXI,180000,80000.0,Petrol,Manual,1,2007,1388,5
457,Maruti Celerio VXI,475000,14000.0,Petrol,Manual,1,2014,998,5
458,Maruti Celerio ZXI AMT Optional,525000,28217.0,Petrol,Automatic,2,2018,998,5
459,Maruti Wagon R LXI,140000,90000.0,Petrol,Manual,2,2003,998,5
460,Honda City 1.5 GXI,185000,120000.0,Petrol,Manual,2,2005,999,5
461,Volkswagen Vento 1.0 TSI Highline Plus,1044999,26000.0,Petrol,Manual,1,2021,2987,5
462,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,3000000,100000.0,Diesel,Automatic,2,2013,1086,7
463,Hyundai Santro Sportz BSIV,500000,50000.0,Petrol,Manual,1,2019,1461,5
464,Renault Duster 85PS Diesel RxS,875000,70000.0,Diesel,Manual,1,2019,1198,5
465,Honda Amaze E i-Vtech,362000,80000.0,Petrol,Manual,3,2016,1196,5
466,Ford Figo Petrol EXI,180000,157000.0,Petrol,Manual,3,2010,2184,5
467,Mahindra Thar LX 4-Str Hard Top Diesel,1745000,15550.0,Diesel,Manual,1,2021,1248,4
468,Maruti Ertiga SHVS VDI,800000,80000.0,Diesel,Manual,1,2017,2179,7
469,Mahindra XUV500 AT W10 FWD,1395000,59432.0,Diesel,Automatic,1,2017,1598,7
470,Skoda Rapid 1.6 MPI Style BSIV,1044999,53047.0,Petrol,Manual,1,2020,1598,5
471,Volkswagen Vento 1.6 Highline,775000,46464.0,Petrol,Manual,1,2016,998,5
472,Maruti Zen Estilo VXI BSIII,120000,70000.0,Petrol,Manual,4,2007,1461,5
473,Renault Duster 85PS Diesel RxS,1075000,23000.0,Diesel,Manual,2,2019,2199,5
474,Kia Carnival Limousine,3450000,30000.0,Diesel,Automatic,1,2020,2143,7
475,Mercedes-Benz GLC 220d 4MATIC Sport,4875000,22000.0,Diesel,Automatic,1,2018,2596,5
476,Force Gurkha Xplorer,919999,35000.0,Diesel,Manual,2,2018,1582,7
477,Hyundai Creta 1.6 CRDi SX,1050000,80000.0,Diesel,Manual,1,2016,1799,5
478,Honda Civic 1.8 S AT,200000,100000.0,Petrol,Automatic,4,2006,1173,5
479,Premier Rio Petrol GLX,350000,95000.0,Petrol,Manual,1,2014,2523,5
480,Mahindra Jeep CL 500 MDI,260000,100000.0,Diesel,Manual,1,1995,1199,6
481,Chevrolet Beat LS,180000,50000.0,Petrol,Manual,3,2012,1197,5
482,Maruti Ritz VXI,525000,64000.0,Petrol,Manual,1,2015,1496,5
483,Ford Ecosport 1.5 Petrol Titanium Plus AT,1085000,15509.0,Petrol,Automatic,2,2020,1498,5
484,Ford Ecosport 1.5 Diesel Titanium,965000,43203.0,Diesel,Manual,2,2018,1086,5
485,Hyundai i10 Era,266000,80000.0,Petrol,Manual,1,2007,1493,5
486,Hyundai Creta SX Diesel,1795000,50000.0,Diesel,Manual,1,2020,998,5
487,Maruti Celerio ZXI AT,459999,40000.0,Petrol,Automatic,2,2017,1498,5
488,Skoda Rapid 1.5 TDI Ambition BSIV,994999,111000.0,Diesel,Manual,1,2020,1298,5
489,Maruti Esteem Vxi - BSIII,120000,73000.0,Petrol,Manual,2,2006,2982,5
490,Toyota Fortuner 4x2 Manual,1675000,220000.0,Diesel,Manual,2,2014,1197,7
491,Hyundai Grand i10 1.2 Kappa Sportz Option,535000,11717.0,Petrol,Manual,2,2017,2143,5
492,Mercedes-Benz GLE 250d,5650000,46000.0,Diesel,Automatic,2,2019,1197,5
493,Hyundai Grand i10 Nios Sportz,648000,15000.0,Petrol,Manual,1,2021,1248,5
494,Maruti Ertiga ZDI,595000,110000.0,Diesel,Manual,2,2013,2179,7
495,Mahindra XUV500 AT W10 FWD,1425000,66968.0,Diesel,Automatic,1,2016,1248,7
496,Maruti Swift Dzire VDI,500000,120000.0,Diesel,Manual,2,2015,2523,5
497,Mahindra Bolero ZLX,735000,70000.0,Diesel,Manual,1,2018,1197,7
498,Maruti Swift Dzire AMT ZXI Plus,755000,47000.0,Petrol,Automatic,2,2017,1298,5
499,Maruti Swift ZXI ABS,250000,110000.0,Petrol,Manual,4,2006,1199,5
500,Volkswagen Polo Diesel Highline 1.2L,495000,81000.0,Diesel,Manual,2,2012,1497,5
501,Honda City CVT,225000,70000.0,Petrol,Automatic,3,2005,1497,5
502,Hyundai Creta SX Executive,1595000,12662.0,Petrol,Manual,1,2021,1591,5
503,Hyundai Creta 1.6 E Plus,1025000,14000.0,Petrol,Manual,1,2018,1591,5
504,Hyundai Verna 1.6 SX VTVT,575000,56000.0,Petrol,Manual,2,2014,1248,5
505,Maruti Vitara Brezza VDi Option,996000,54000.0,Diesel,Manual,1,2019,1197,5
506,Hyundai i20 Magna Plus,775000,63000.0,Petrol,Manual,1,2020,1797,5
507,Hyundai Elantra SX,520000,40000.0,Petrol,Manual,2,2013,1061,5
508,Maruti Zen Estilo 1.1 VXI BSIII,210000,60000.0,Petrol,Manual,2,2008,1498,5
509,Ford Ecosport 1.5 DV5 MT Titanium,600000,80000.0,Diesel,Manual,2,2013,1248,5
510,Maruti Ertiga SHVS VDI,650000,120000.0,Diesel,Manual,1,2016,1462,7
511,Toyota Urban cruiser Mid,585000,15000.0,Petrol,Manual,2,2022,1298,5
512,Maruti Swift Dzire ZXi,292000,295000.0,Petrol,Manual,2,2009,1248,5
513,Maruti Baleno 1.3 Alpha,650000,60000.0,Diesel,Manual,3,2017,1498,5
514,Renault Scala RxZ AT,425000,50000.0,Petrol,Automatic,1,2014,1198,5
515,Honda Brio VX,445000,55000.0,Petrol,Manual,2,2014,1499,5
516,Ford Ecosport 1.5 Ti VCT AT Titanium,675000,77000.0,Petrol,Automatic,2,2014,1197,5
517,Hyundai i20 Sportz 1.2,533000,33389.0,Petrol,Manual,1,2015,1396,5
518,Hyundai Verna 1.4 VTVT,536000,17526.0,Petrol,Manual,1,2014,1197,5
519,Hyundai Grand i10 1.2 Kappa Sportz BSIV,564000,15757.0,Petrol,Manual,1,2018,1197,5
520,Hyundai i10 Sportz,278000,8183.0,Petrol,Manual,1,2012,1197,5
521,Maruti Baleno 1.2 Zeta,583000,32590.0,Petrol,Manual,1,2017,1497,5
522,Honda City i VTEC VX,699000,45423.0,Petrol,Manual,2,2016,1591,5
523,Hyundai Creta 1.6 VTVT AT SX Plus,900000,52481.0,Petrol,Automatic,2,2016,1197,5
524,Maruti Ignis 1.2 Sigma BSIV,453000,22915.0,Petrol,Manual,1,2017,1197,5
525,Maruti Swift Dzire ZXI,601000,72123.0,Petrol,Manual,1,2017,1197,5
526,Hyundai i20 1.2 Spotz,575000,37965.0,Petrol,Manual,1,2017,1197,5
527,Hyundai Grand i10 1.2 Kappa Asta,530000,27651.0,Petrol,Manual,1,2018,1199,5
528,Honda Jazz 1.2 V i VTEC,495000,92771.0,Petrol,Manual,1,2016,1591,5
529,Hyundai Verna VTVT 1.6 SX Option,1027999,51956.0,Petrol,Manual,1,2018,1198,5
530,Mahindra KUV 100 mFALCON G80 K4 Plus 5str,399000,34048.0,Petrol,Manual,1,2017,2993,5
531,BMW 7 Series 730Ld DPE Signature,6350000,47000.0,Diesel,Automatic,1,2017,1968,5
532,Audi Q3 2.0 TDI,1400000,60000.0,Diesel,Automatic,3,2014,1950,5
533,Mercedes-Benz GLC 220d 4MATIC,4775000,43000.0,Diesel,Automatic,1,2019,1591,5
534,Hyundai Creta 1.6 VTVT E Plus,811000,58596.0,Petrol,Manual,1,2017,2967,5
535,Audi Q7 45 TDI Quattro Technology,4850000,70000.0,Diesel,Automatic,1,2017,1248,7
536,Maruti Ciaz ZDi Plus SHVS,675000,69000.0,Diesel,Manual,1,2016,1197,5
537,Hyundai i10 Magna,227999,50152.0,Petrol,Manual,1,2011,1461,5
538,Renault Duster 85PS Diesel RxL,513999,62164.0,Diesel,Manual,1,2014,1591,5
539,Hyundai Creta 1.6 VTVT E Plus,819999,49929.0,Petrol,Manual,1,2017,1197,5
540,Maruti Ignis 1.2 Alpha BSIV,491000,60393.0,Petrol,Manual,1,2017,1598,5
541,Skoda Rapid 1.6 MPI AT Elegance Plus,588000,46281.0,Petrol,Automatic,1,2016,1199,5
542,Honda Jazz 1.2 V i VTEC,553000,53201.0,Petrol,Manual,1,2017,1798,5
543,Toyota Corolla Altis G MT,710000,80056.0,Petrol,Manual,1,2015,1197,5
544,Hyundai Grand i10 Sportz,320000,76175.0,Petrol,Manual,1,2013,1497,5
545,Honda City i VTEC V,601000,51493.0,Petrol,Manual,1,2015,1197,5
546,Maruti Swift Dzire ZXI,532000,63141.0,Petrol,Manual,1,2015,1248,5
547,Maruti Baleno 1.3 Alpha,651000,37057.0,Diesel,Manual,2,2017,1798,5
548,Toyota Corolla Altis GL MT,852000,60865.0,Petrol,Manual,1,2015,2179,5
549,Mahindra XUV500 W7 BSIV,1110000,45407.0,Diesel,Manual,2,2018,2179,7
550,Mahindra XUV500 W5 BSIV,1183000,52652.0,Diesel,Manual,1,2019,1497,7
551,Mahindra XUV300 W8 Option Diesel BSIV,1060000,42923.0,Diesel,Manual,1,2019,1591,5
552,Hyundai Creta 1.6 VTVT SX Plus Dual Tone,919999,56052.0,Petrol,Manual,1,2017,1396,5
553,Hyundai i20 Active 1.4,651000,42923.0,Diesel,Manual,1,2017,1591,5
554,Hyundai Verna VTVT 1.6 SX,844000,32733.0,Petrol,Manual,2,2018,1086,5
555,Hyundai Santro Xing GL,211000,62207.0,Petrol,Manual,1,2013,1197,5
556,Hyundai i20 1.2 Asta Option,603000,48352.0,Petrol,Manual,2,2017,1199,5
557,Honda Jazz 1.2 V AT i VTEC,600000,57080.0,Petrol,Automatic,1,2016,1373,5
558,Maruti Ciaz ZXi,630000,43168.0,Petrol,Manual,1,2016,1248,5
559,Maruti SX4 S Cross DDiS 200 Alpha,823000,69517.0,Diesel,Manual,1,2017,1197,5
560,Maruti Baleno 1.2 CVT Zeta,618000,54166.0,Petrol,Automatic,1,2016,1399,5
561,Ford Figo Diesel ZXI,285000,67000.0,Diesel,Manual,1,2014,1197,5
562,Maruti Swift Dzire VXi AT,425000,21000.0,Petrol,Automatic,1,2012,998,5
563,Maruti Wagon R LXI CNG Optional,390000,67200.0,Cng,Manual,1,2014,1248,5
564,Maruti Ciaz ZDi Plus SHVS,675000,69000.0,Diesel,Manual,1,2016,998,5
565,Maruti Wagon R AMT VXI,425000,46000.0,Petrol,Automatic,2,2015,1991,5
566,Mercedes-Benz CLA 200 Sport Edition,2089999,42000.0,Petrol,Automatic,1,2016,998,5
567,Maruti Wagon R CNG LXI,490000,59000.0,Cng,Manual,1,2019,1968,5
568,Audi A6 35 TDI,2411000,50000.0,Diesel,Automatic,1,2015,2179,5
569,Mahindra XUV500 W8 FWD,490000,115000.0,Diesel,Manual,1,2012,1799,7
570,Honda Civic 1.8 V AT,395000,68000.0,Petrol,Automatic,1,2010,1995,5
571,BMW 3 Series 320i Sedan,770000,29000.0,Petrol,Automatic,2,2012,1199,5
572,Honda Jazz V CVT,575000,68000.0,Petrol,Automatic,1,2016,1199,5
573,Honda Jazz 1.2 V i VTEC,545000,43000.0,Petrol,Manual,1,2016,1968,5
574,Audi Q3 35 TDI Quattro Premium Plus,3000000,23000.0,Diesel,Automatic,2,2019,1495,5
575,Hyundai Accent Executive,185000,68000.0,Petrol,Manual,1,2009,1197,5
576,Hyundai Grand i10 AT Asta,540000,31000.0,Petrol,Automatic,1,2016,1497,5
577,Honda City 1.5 S MT,325000,60000.0,Petrol,Manual,2,2011,1498,5
578,Nissan Sunny XL,360000,59000.0,Petrol,Manual,1,2013,1199,5
579,Chevrolet Beat LT,245000,61000.0,Petrol,Manual,1,2014,1991,5
580,Mercedes-Benz E-Class E 200 CGI,1500000,52000.0,Petrol,Automatic,2,2013,1197,5
581,Maruti Swift Dzire VXI,585000,41000.0,Petrol,Manual,1,2016,1197,5
582,Hyundai i20 Asta Option 1.2,495000,40008.0,Petrol,Manual,1,2014,1591,5
583,Hyundai Creta 1.6 SX,1225000,38170.0,Petrol,Manual,1,2019,1248,5
584,Maruti Ciaz ZDi Plus SHVS,725000,47000.0,Diesel,Manual,1,2016,1248,5
